ï»¿id,question_id,timestamp,concept,sub_concept,bloom_level,question_stem,option_a,option_b,option_c,option_d,correct_option,a_explanation,b_explanation,c_explanation,d_explanation,main_explanation,model_used,source,relevance,bloom_score,accuracy,explainability,bloom_level.1,justification,bloom_mismatch,topic,topic_inferred
,1734.0,xxx,J5 Ã¢â¬â Methods,J5.3.1 Explain pass-by-value for primitives,Analyze,"

```java
Coding Question: What is the final value of x after the following code executes? java public static void modify(int val) { val = 100; } public static void main(String[] args) { int x = 50; modify(x); }
```",100,50,0,Compilation Error,B,The change to val is local and does not affect the original variable x51.,Correct. x remains 50 because primitives are passed by value52.,Incorrect. Default value is only for class fields.,The code is syntactically valid.,Primitives are pass-by-value53. The method modify receives a copy of $50$ in its local parameter val and changes the copy to $100$. The original variable x remains $50$.,,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1735.0,xxx,J5 Ã¢â¬â Methods,J5.3.3 Predict changes to arrays passed into methods,Analyze,"

```java
Coding Question: What is the final value of arr[0] after the following code executes? java public static void replace(int[] a) { a = new int[] {99, 100}; } public static void main(String[] args) { int[] arr = {1, 2}; replace(arr); }
```",99,1,100,Compilation Error,B,"The reference is only replaced in the local parameter a, not the original arr.",Correct. The original array arr remains unchanged because the reference itself is pass-by-value54.,Incorrect. The second element in the local array.,The code is valid.,"

```java
The array reference is pass-by-value55. The assignment a = new int[] {...} creates a new object and changes the value of the local parameter a to point to it. The original array arr and its content remain unchanged.
```",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1736.0,xxx,J5 Ã¢â¬â Methods,J5.4.1 Recognize overloaded methods by differing parameter lists,Analyze,"Coding Question: Which method signature is a valid overload of public void print(int x, double y)?","public int print(int x, double y)","public void print(double y, int x)","public void display(int x, double y)","public static void print(int x, double y)",B,Invalid: only return type is changed56.,"Correct. The order of the parameter types is different (signature is (double, int) vs (int, double))57.",Invalid: the method name is different.,"Invalid: parameter list is identical, and static is not part of the overload rule.",Method overloading is possible if the methods have the same name but a different number of parameters or different data types/order in the parameter list. Changing the order of types is sufficient to overload58.,,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1737.0,xxx,J5 Ã¢â¬â Methods,J5.3.3 Predict changes to arrays passed into methods,Analyze,"

```java
Coding Question: What is the value printed by System.out.println(nums[1]);? java public static void swap(int[] a) { a[1] = a[0]; } public static void main(String[] args) { int[] nums = {5, 10}; swap(nums); System.out.println(nums[1]); }
```",10,5,0,"5, 10",B,This is the initial value of nums[1].,"Correct. The reference allows swap to set nums[1] to the value of nums[0], which is 559.",Incorrect. Default value for int is 0.,Incorrect. Only one value is printed.,"

```java
The array nums is passed by reference value60. The method swap modifies the original array at index 1 to the value of index 0. nums becomes $\{5, 5\}$, so $5$ is printed.
```",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1738.0,xxx,J5 Ã¢â¬â Methods,J5.3.1 Explain pass-by-value for primitives,Analyze,"

```java
Coding Question: What is the output? java public static void addOne(int count) { count = count + 1; } public static void main(String[] args) { int count = 0; addOne(count); System.out.println(count); }
```",1,0,2,Compilation Error,B,Incorrect. The change is local to the method.,"Correct. count is a primitive, so its value remains 0 in main61.",Incorrect.,The code is valid.,"The primitive variable count is passed by value62. The value $0$ is copied into the parameter. The parameter is changed to $1$, but the original variable in main remains $0$.",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1741.0,xxx,J5 Ã¢â¬â Methods,J5.4.1 Recognize overloaded methods by differing parameter lists,Analyze,Coding Question: Which method signature can NOT be in the same class as public String format(int x)?,public String format(String x),public double format(int x),"public String format(int x, int y)",public String format(int z),B,The parameter type is different (String vs int).,"

```java
Correct. The name and parameter list are identical; changing the return type is not enough for overloading67.
```",The number of parameters is different (2 vs 1).,"

```java
The parameter name does not matter; the type/number are identical.
```","The compiler only considers the method name and the parameter list (number and types) for overloading68. Since public double format(int x) has the identical parameter list as the original method, it is an invalid overload.",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1742.0,xxx,J5 Ã¢â¬â Methods,J5.3.2 Explain reference semantics for objects/arrays,Analyze,"Coding Question: Which line in the memory trace (slide 1488) shows the permanent effect of the method call inc(c, x) on the Circle object?",inc.x is set to $2$,x remains $1$,cA: Circle radius = 2,inc.c points to $cA$,C,This is a temporary copy for the primitive parameter.,This shows the primitive variable is unchanged69.,Correct. The reference value in inc.c allows mutation of the original object's state70707070.,This only shows the parameter received the reference.,"The reference value stored in the object variable c (and its copied parameter inc.c) allows the method to mutate the state of the original Circle object in memory, changing its radius from $1$ to $2$71717171.",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1744.0,xxx,J5 Ã¢â¬â Methods,J5.3.1 Explain pass-by-value for primitives,Analyze,"

```java
Coding Question: How many times is the line System.out.println(a); executed, and what is the final output of the code? java public static int square(int a) { System.out.println(a); a = a * a; return a; } public static void main(String[] args) { int x = 3; x = square(x); System.out.println(x); }
```","2 times, outputs 3, then 9","1 time, outputs 9","2 times, outputs 9, then 9","1 time, outputs 3, then 9",A,"Correct. The print line runs once (outputs 3), and then x is printed in main (outputs 9).",Incorrect. Missing the print in the method.,Incorrect. Wrong order of prints.,Incorrect. Missing the print in the method.,"

```java
The method square is called with $x=3$. The first System.out.println(a); prints the passed value $3$. The value of $x$ in main is then updated to the return value, $9$. The final System.out.println(x); prints $9$. Total $2$ prints: $3$ then $9$.
```",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1746.0,xxx,J5 Ã¢â¬â Methods,J5.2.1 Call static methods in same class and in other classes,Analyze,"Coding Question: Given the class Helper with a method public static int add(int a, int b), how must this method be called from a different, non-related class?","int result = add(5, 10);","Helper h = new Helper(); int result = h.add(5, 10);","int result = Helper.add(5, 10);","int result = Helper::add(5, 10);",C,Cannot call a static method directly from another class (must qualify).,"Incorrect: static methods are called via the class name, not an object instance.",Correct. Static methods are accessed via the class name74.,Invalid syntax for method invocation.,"A static method belongs to the class itself and must be invoked using the class name (e.g., Helper.add(5, 10)) when called from outside that class75.",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1747.0,xxx,J5 Ã¢â¬â Methods,J5.5.2 Use constants across multiple methods to avoid duplication,Analyze,"

```java
Coding Question: Where should the constant $\text{PI} = 3.14159$ be declared to be easily accessible (but not changeable) by all methods in a class?
```",Inside the main method as final double PI = ...,Inside an instance method as private final double PI = ...,At the class level as public static final double PI = ...,At the beginning of the class file as private double PI = ...,C,Scope is limited to main76.,Scope is limited to that instance method77.,"Correct. This provides class-level scope, immutability, and shared access78787878.",Violates immutability (missing final).,"

```java
The declaration public static final double PI = ... is the standard way to create a class-level constant, making it accessible to all methods and ensuring it is not mutable79797979.
```",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1748.0,xxx,J5 Ã¢â¬â Methods,J5.3.2 Explain reference semantics for objects/arrays,Analyze,"

```java
Coding Question: What is the final radius of c? java class Circle { private double radius; public Circle(double r) { this.radius = r; } public void setRadius(double r) { this.radius = r; } public double getRadius() { return this.radius; } } public static void manipulate(Circle c) { c.setRadius(20); c = new Circle(50); } public static void main(String[] args) { Circle c = new Circle(10); manipulate(c); System.out.println(c.getRadius()); }
```",10,20,50,Compilation Error,B,Initial radius.,"Correct. The first line mutates the original object. The second line reassigns the local reference only, leaving the original object mutated to 2080.",The value is only set for the local parameter c in manipulate.,The code is valid.,"

```java
The line c.setRadius(20); mutates the original object via the reference81. The line c = new Circle(50); changes the local reference of the manipulate method's parameter, having no effect on the original c in main. The original object's radius is $20$.
```",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
,1751.0,xxx,J5 Ã¢â¬â Methods,J5.3.3 Predict changes to arrays passed into methods,Analyze,"

```java
Coding Question: What is the output of the following code? java public static void change(int[] a) { a = new int[] {5, 6}; } public static void main(String[] args) { int[] arr = {1, 2, 3}; change(arr); System.out.println(arr.length); }
```",2,3,5,Compilation Error,B,"

```java
The reference reassignment is local to the method; the original array remains.
```","

```java
Correct. The local parameter a is reassigned, but the original array arr remains {1, 2, 3}, with length 387.
```",Incorrect length.,The code is valid.,"

```java
The array reference is pass-by-value88. The line a = new int[] {5, 6}; changes the value of the parameter a to point to a new object, but it does not affect the original array arr, which retains its original length of $3$.
```",,,,,,,,,,Methods and Parameter Passing,Methods and Parameter Passing
