id,timestamp,topic,subtopic,bloom_level,question_stem,option_a,option_b,option_c,option_d,correct_answer,a_explanation,b_explanation,c_explanation,d_explanation,main_explanation,raw_model_response,retrieved_slide_files,retrieved_chunk_indices,eval_relevance,eval_bloom_alignment,eval_accuracy,eval_explainability,eval_justification
ac9ad5b9-2901-448e-b9fa-1aa671c0e3d8,2025-11-25T12:49:59.019601,Java Fundamentals,Variables and data types,Remember,Which Java keyword is used to declare a constant whose value cannot be changed after initialization?,final,static,const,immutable,A,Correct. The 'final' keyword ensures the variable’s value cannot be modified after initialization.,"Incorrect. 'static' makes a variable class-level, not constant.",Incorrect. 'const' is reserved but not used in Java.,Incorrect. 'immutable' is not a Java keyword.,"In Java, the 'final' keyword is used to create constants by preventing reassignment of the variable after its initial assignment.","Question: Which Java keyword is used to declare a constant whose value cannot be changed after initialization?

Options:
A) final
B) static
C) const
D) immutable

Correct Answer: A

Option A explanation: Correct. The 'final' keyword ensures the variable’s value cannot be modified after initialization.
Option B explanation: Incorrect. 'static' makes a variable class-level, not constant.
Option C explanation: Incorrect. 'const' is reserved but not used in Java.
Option D explanation: Incorrect. 'immutable' is not a Java keyword.

Main Explanation: In Java, the 'final' keyword is used to create constants by preventing reassignment of the variable after its initial assignment.

Tags: Java Fundamentals, Variables and data types, Remember","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,5,5,5,"The question directly assesses knowledge of the 'final' keyword for declaring constants, which is fundamental to Java variables and data types. All options are technically accurate distractors—'static' is a real keyword with different purpose, 'const' is genuinely reserved but unused in Java, and 'immutable' correctly describes the concept but isn't a keyword. The explanations are clear and concise, correctly distinguishing each option's role or non-role. The cognitive demand perfectly matches the 'Remember' level, requiring only recall of Java keyword definitions without application or analysis."
2c8210c2-511f-44e3-95e8-f4102b12e278,2025-11-25T12:50:08.568141,Java Fundamentals,Variables and data types,Remember,Which of the following variable declarations will cause a compilation error in Java?,int num = 10.5;,double salary = 1500.0;,char grade = 'A';,boolean isActive = false;,A,Correct. Assigning a double value (10.5) to an int variable causes a compilation error due to type mismatch.,Incorrect. Assigning 1500.0 (a double value) to a double variable is valid.,Incorrect. Assigning 'A' to a char variable is valid.,Incorrect. Assigning false to a boolean variable is valid.,"In Java, variable types must match their assigned values. Assigning a floating-point literal to an int variable is not allowed without explicit casting.","Question: Which of the following variable declarations will cause a compilation error in Java?

Options:  
A) int num = 10.5;  
B) double salary = 1500.0;  
C) char grade = 'A';  
D) boolean isActive = false;

Correct Answer: A

Option A explanation: Correct. Assigning a double value (10.5) to an int variable causes a compilation error due to type mismatch.  
Option B explanation: Incorrect. Assigning 1500.0 (a double value) to a double variable is valid.  
Option C explanation: Incorrect. Assigning 'A' to a char variable is valid.  
Option D explanation: Incorrect. Assigning false to a boolean variable is valid.

Main Explanation: In Java, variable types must match their assigned values. Assigning a floating-point literal to an int variable is not allowed without explicit casting.

Tags: Java Fundamentals, Variables and data types, Remember","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,5,5,5,"The question directly assesses understanding of Java's type system and type compatibility rules, which is fundamental to the Variables and data types subtopic. The correct answer (A) clearly demonstrates a type mismatch compilation error, while distractors (B, C, D) are all valid assignments that reinforce correct type matching. All explanations are accurate and concise. The cognitive demand appropriately matches the ""Remember"" level of Bloom's taxonomy, as it requires students to recall Java's type compatibility rules without requiring analysis or application. The question is unambiguous and would effectively assess student comprehension of basic Java type declarations."
3e13d293-60c5-4913-a2f4-107cd7d3e509,2025-11-25T12:50:18.264674,Java Fundamentals,Variables and data types,Remember,Which data type in Java can store the value 3.14159 without loss of precision?,float,double,int,short,B,Incorrect. float has less precision and may not store 3.14159 exactly.,Correct. double can accurately store the value 3.14159.,"Incorrect. int stores whole numbers only, not decimals.","Incorrect. short only stores whole numbers, not decimal values.","The double data type in Java provides enough precision for the value 3.14159, whereas float may round the value and int or short cannot store decimal numbers at all.","Question: Which data type in Java can store the value 3.14159 without loss of precision?

Options:
A) float
B) double
C) int
D) short

Correct Answer: B

Option A explanation: Incorrect. float has less precision and may not store 3.14159 exactly.
Option B explanation: Correct. double can accurately store the value 3.14159.
Option C explanation: Incorrect. int stores whole numbers only, not decimals.
Option D explanation: Incorrect. short only stores whole numbers, not decimal values.

Main Explanation: The double data type in Java provides enough precision for the value 3.14159, whereas float may round the value and int or short cannot store decimal numbers at all.

Tags: Java Fundamentals, Variables and data types, Remember","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,5,4,4,"The question directly assesses understanding of Java primitive data types and their capabilities, which is core to the Variables and data types subtopic. It appropriately targets the Remember level by requiring recall of data type characteristics. The correct answer (double) is accurate, and distractors are logical (float as a close alternative, int/short as whole-number-only types). However, accuracy is slightly reduced because the explanation for Option A is somewhat imprecise—float can store 3.14159 but with reduced precision, not necessarily ""loss"" in the sense of being unable to represent it at all. The explanations are generally clear and educational, though they could be more technically detailed about floating-point precision limitations for a stronger learning outcome."
6781190b-fd8c-405d-b075-4ccf14c2447d,2025-11-25T12:50:27.606737,Java Fundamentals,Variables and data types,Understand,"What is the result of compiling and running the following code snippet?

```java
int x = 5;
double y = x / 2;
System.out.println(y);
```",2.0,2.5,2,Compile-time error,A,"Correct. `x / 2` performs integer division (5/2 = 2), then assigns 2 to double y, resulting in 2.0.","Incorrect. 2.5 would be the result if either operand was a double, but both are integers.","Incorrect. 2 is the result of the division, but `System.out.println(y)` prints 2.0 since y is double.",Incorrect. The code compiles and runs without errors.,"Integer division truncates the decimal, so `x / 2` yields 2. Assigning this to a double gives 2.0.","Question: What is the result of compiling and running the following code snippet?

```java
int x = 5;
double y = x / 2;
System.out.println(y);
```

Options:
A) 2.0
B) 2.5
C) 2
D) Compile-time error

Correct Answer: A

Option A explanation: Correct. `x / 2` performs integer division (5/2 = 2), then assigns 2 to double y, resulting in 2.0.

Option B explanation: Incorrect. 2.5 would be the result if either operand was a double, but both are integers.

Option C explanation: Incorrect. 2 is the result of the division, but `System.out.println(y)` prints 2.0 since y is double.

Option D explanation: Incorrect. The code compiles and runs without errors.

Main Explanation: Integer division truncates the decimal, so `x / 2` yields 2. Assigning this to a double gives 2.0.

Tags: Java Fundamentals, Variables and data types, Understand","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,4,5,5,"The question directly assesses understanding of integer division, type casting, and how Java handles mixed numeric operations—core concepts in variables and data types. All explanations are clear and technically accurate. The distractors effectively target common misconceptions (forgetting integer division rules, confusing output format). Bloom alignment is strong for ""Understand"" level, though the question borders on ""Apply"" since students must trace execution flow. The question is well-constructed with no ambiguities."
21354972-6ca3-4e8b-865f-85e5398b8e58,2025-11-25T12:50:36.942147,Java Fundamentals,Variables and data types,Understand,Which of the following variable declarations will cause a compilation error in Java?,float pi = 3.14F;,char letter = 'A';,"int number = ""123"";",boolean flag = false;,C,Correct declaration; assigns a float literal to a float variable using 'F' suffix.,Correct; a char variable can store a single character in single quotes.,Incorrect; cannot assign a String literal to an int variable.,Correct; assigns a boolean value to a boolean variable.,"In Java, primitive data types require values compatible with their types. Assigning a String to an int variable (Option C) leads to a compilation error.","Question: Which of the following variable declarations will cause a compilation error in Java?

Options:
A) float pi = 3.14F;
B) char letter = 'A';
C) int number = ""123"";
D) boolean flag = false;

Correct Answer: C

Option A explanation: Correct declaration; assigns a float literal to a float variable using 'F' suffix.
Option B explanation: Correct; a char variable can store a single character in single quotes.
Option C explanation: Incorrect; cannot assign a String literal to an int variable.
Option D explanation: Correct; assigns a boolean value to a boolean variable.

Main Explanation: In Java, primitive data types require values compatible with their types. Assigning a String to an int variable (Option C) leads to a compilation error.

Tags: Java Fundamentals, Variables and data types, Understand","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,4,5,5,"The question directly assesses understanding of Java's type system and variable declarations, which is core to the stated subtopic. All options are technically accurate with correct explanations. The distractors effectively test common knowledge (float suffix, char literals, boolean assignment). The question aligns well with ""Understand"" level as it requires recognizing type compatibility rules rather than applying them in complex scenarios. Minor note: This could approach ""Apply"" level since students must evaluate multiple declarations, but the straightforward nature keeps it solidly at ""Understand."" The explanations are clear and specific about why each option works or fails."
ed777eec-33cc-40f0-a0eb-c0181a9c3e88,2025-11-25T12:50:46.925407,Java Fundamentals,Variables and data types,Understand,"What is the result of the following code snippet?

```java
int x = 5;
double y = x / 2;
System.out.println(y);
```",2.0,2.5,2,Compilation error,A,"Correct. Integer division occurs before assignment, so x / 2 is 2, which becomes 2.0 as a double.",Incorrect. 2.5 would be the result if either x or 2 were a double.,"Incorrect. 2 is the integer result, but y is a double and will print 2.0.",Incorrect. The code compiles without errors.,"Since both operands of the division are integers, integer division is performed (resulting in 2). When assigned to a double, it becomes 2.0, so the output is 2.0.","Question: What is the result of the following code snippet?

```java
int x = 5;
double y = x / 2;
System.out.println(y);
```

Options:
A) 2.0
B) 2.5
C) 2
D) Compilation error

Correct Answer: A

Option A explanation: Correct. Integer division occurs before assignment, so x / 2 is 2, which becomes 2.0 as a double.
Option B explanation: Incorrect. 2.5 would be the result if either x or 2 were a double.
Option C explanation: Incorrect. 2 is the integer result, but y is a double and will print 2.0.
Option D explanation: Incorrect. The code compiles without errors.

Main Explanation: Since both operands of the division are integers, integer division is performed (resulting in 2). When assigned to a double, it becomes 2.0, so the output is 2.0.

Tags: Java Fundamentals, Variables and data types, Understand","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,5,5,5,"The question directly assesses understanding of integer division, type casting, and how Java handles mixed-type operations—core concepts in variables and data types. All explanations are technically accurate and clearly distinguish why each distractor is wrong. The cognitive demand appropriately matches the ""Understand"" level by requiring students to predict behavior based on type rules rather than merely recall facts. The distractors effectively target common misconceptions (automatic type promotion, integer vs. double output format)."
bb8eb019-6cce-4982-af2b-ab1454b0b0f1,2025-11-25T12:50:56.730832,Java Fundamentals,Variables and data types,Apply,"What will be the output of the following Java code?

```java
int x = 5;
double y = 2.0;
System.out.println(x / y);
```",2.0,2,2.5,2.00,C,"Incorrect. 5 divided by 2.0 is 2.5, not 2.0.",Incorrect. 5 / 2.0 does not perform integer division.,Correct. The division between int and double results in double 2.5.,"Incorrect. The printed value will be 2.5, not 2.00.","In Java, dividing an int by a double promotes the int to double, resulting in 5.0 / 2.0 = 2.5. The println method prints 2.5.","Question: What will be the output of the following Java code?

```java
int x = 5;
double y = 2.0;
System.out.println(x / y);
```

Options:
A) 2.0
B) 2
C) 2.5
D) 2.00

Correct Answer: C

Option A explanation: Incorrect. 5 divided by 2.0 is 2.5, not 2.0.

Option B explanation: Incorrect. 5 / 2.0 does not perform integer division.

Option C explanation: Correct. The division between int and double results in double 2.5.

Option D explanation: Incorrect. The printed value will be 2.5, not 2.00.

Main Explanation: In Java, dividing an int by a double promotes the int to double, resulting in 5.0 / 2.0 = 2.5. The println method prints 2.5.

Tags: Java Fundamentals, Variables and data types, Apply","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,4,5,5,"The question directly assesses understanding of type promotion and arithmetic operations with mixed int/double operands, which is core to the Variables and Data Types subtopic. All explanations are technically accurate and clearly distinguish why each distractor is wrong. The question requires students to apply knowledge of type coercion rules to predict output, aligning well with Bloom's Apply level. The only minor consideration is that this is somewhat straightforward application rather than requiring synthesis or analysis of more complex scenarios, which might place it slightly below the highest Apply-level difficulty, but it remains a solid assessment question."
6b97fbd7-06c7-47b3-8d18-c1de3092f34b,2025-11-25T12:51:08.301219,Java Fundamentals,Variables and data types,Apply,"What is the result after executing the following code snippet?

```java
int x = 10;
double y = 2.5;
x = (int) (x / y);
System.out.println(x);
```",4,5,6,Compilation error,A,"Correct. 10/2.5 = 4.0, cast to int yields 4.",Incorrect. 10/2.5 is not 5.,Incorrect. 10/2.5 is not 6.,Incorrect. The code compiles successfully.,"The division results in 4.0 (double), which is cast to int, producing 4 as the output.","Question: What is the result after executing the following code snippet?

```java
int x = 10;
double y = 2.5;
x = (int) (x / y);
System.out.println(x);
```

Options:
A) 4
B) 5
C) 6
D) Compilation error

Correct Answer: A

Option A explanation: Correct. 10/2.5 = 4.0, cast to int yields 4.
Option B explanation: Incorrect. 10/2.5 is not 5.
Option C explanation: Incorrect. 10/2.5 is not 6.
Option D explanation: Incorrect. The code compiles successfully.

Main Explanation: The division results in 4.0 (double), which is cast to int, producing 4 as the output.

Tags: Java Fundamentals, Variables and data types, Apply","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,4,5,5,"The question directly assesses understanding of type casting, implicit type promotion in arithmetic operations, and integer truncation—core concepts in the Variables and Data Types subtopic. All explanations are technically accurate and clear. The cognitive demand aligns well with ""Apply"" level, requiring students to trace execution and understand type conversion mechanics. The only minor consideration is that ""Apply"" typically involves applying knowledge to new situations; this is more straightforward application of known rules, which could be considered borderline between ""Understand"" and ""Apply,"" but the casting requirement pushes it appropriately to Apply level."
3e692f76-412e-438b-9500-432c662a9ae5,2025-11-25T12:51:16.339813,Java Fundamentals,Variables and data types,Apply,"What is the output of the following code snippet?

```java
int x = 5;
double y = 2;
double result = x / y;
System.out.println(result);
```",2.5,2.0,2,Compilation error,A,"Correct; dividing int by double results in a double, so 5 / 2 yields 2.5.",Incorrect; 2.0 would result from integer division followed by casting.,"Incorrect; 2 is the result of integer division, but the result is double.",Incorrect; the code compiles without error.,"When dividing an int by a double in Java, implicit type promotion occurs and the result is a double. Here, 5 divided by 2.0 gives 2.5.","Question: What is the output of the following code snippet?

```java
int x = 5;
double y = 2;
double result = x / y;
System.out.println(result);
```

Options:
A) 2.5
B) 2.0
C) 2
D) Compilation error

Correct Answer: A

Option A explanation: Correct; dividing int by double results in a double, so 5 / 2 yields 2.5.
Option B explanation: Incorrect; 2.0 would result from integer division followed by casting.
Option C explanation: Incorrect; 2 is the result of integer division, but the result is double.
Option D explanation: Incorrect; the code compiles without error.

Main Explanation: When dividing an int by a double in Java, implicit type promotion occurs and the result is a double. Here, 5 divided by 2.0 gives 2.5.

Tags: Java Fundamentals, Variables and data types, Apply","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,4,5,5,"The question directly assesses understanding of type promotion and arithmetic operations with mixed numeric types, which is core to the Variables and Data Types subtopic. All explanations are technically accurate and clearly distinguish why each distractor is wrong. The question requires students to apply knowledge of type coercion rules to predict output, which aligns well with Bloom's Apply level. The only minor consideration is that this is somewhat straightforward application rather than requiring synthesis or analysis of more complex scenarios, which could place it at the lower end of Apply rather than higher-order thinking, but it remains a solid assessment question."
3d493d33-361b-40c5-aaca-cdab60e7c113,2025-11-25T12:51:26.255234,Java Fundamentals,Variables and data types,Analyze,"What is the result of compiling and running the following code?
```java
int a = 5;
double b = 2.0;
System.out.println(a / b);
```",2.0,2,2.5,Compilation error,C,"Incorrect. 5 divided by 2.0 is 2.5, not 2.0.","Incorrect. Integer division would yield 2, but here division involves a double.",Correct. Dividing int by double results in 2.5 due to automatic type promotion.,Incorrect. There are no compilation errors in this code.,"In Java, when dividing an int by a double, the int is promoted to double, resulting in floating-point division. Thus, 5 / 2.0 produces 2.5.","Question: What is the result of compiling and running the following code?
```java
int a = 5;
double b = 2.0;
System.out.println(a / b);
```

Options:
A) 2.0
B) 2
C) 2.5
D) Compilation error

Correct Answer: C

Option A explanation: Incorrect. 5 divided by 2.0 is 2.5, not 2.0.
Option B explanation: Incorrect. Integer division would yield 2, but here division involves a double.
Option C explanation: Correct. Dividing int by double results in 2.5 due to automatic type promotion.
Option D explanation: Incorrect. There are no compilation errors in this code.

Main Explanation: In Java, when dividing an int by a double, the int is promoted to double, resulting in floating-point division. Thus, 5 / 2.0 produces 2.5.

Tags: Java Fundamentals, Variables and data types, Analyze","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,3,5,5,"The question directly assesses understanding of type promotion and mixed-type arithmetic in Java, which is core to the Variables and Data Types subtopic. All explanations are technically accurate and clear. However, the Bloom level is misaligned—this question primarily requires students to *remember* and *understand* type promotion rules rather than *analyze*. Analyzing would involve comparing multiple scenarios, evaluating trade-offs, or examining consequences of type conversions. The question is straightforward application of a known rule, placing it at Bloom level 2-3 (Understand/Apply) rather than level 4 (Analyze)."
0278a380-13e0-4eed-8249-70295092820c,2025-11-25T12:51:36.379160,Java Fundamentals,Variables and data types,Analyze,"Given the code fragment below, what will be the output and why?

int a = 10;
double b = 2.5;
float c = a + (float)b;
System.out.println(c);",12.5,12,10.0,Compile-time error,A,"Correct. 'a' (10) is added to 'b' cast to float (2.5f), resulting in 12.5 (float).",Incorrect. The sum is not truncated to an integer; it remains a float.,"Incorrect. This ignores the addition of 'b', which is 2.5 (as a float).",Incorrect. There is no compile-time error; all type conversions are valid.,"The expression (float)b converts 'b' to a float (2.5f), 'a' is implicitly cast to float, their sum is 12.5 (float), and this is printed.","Question: Given the code fragment below, what will be the output and why?

int a = 10;
double b = 2.5;
float c = a + (float)b;
System.out.println(c);

Options:  
A) 12.5  
B) 12  
C) 10.0  
D) Compile-time error  

Correct Answer: A

Option A explanation: Correct. 'a' (10) is added to 'b' cast to float (2.5f), resulting in 12.5 (float).

Option B explanation: Incorrect. The sum is not truncated to an integer; it remains a float.

Option C explanation: Incorrect. This ignores the addition of 'b', which is 2.5 (as a float).

Option D explanation: Incorrect. There is no compile-time error; all type conversions are valid.

Main Explanation:  
The expression (float)b converts 'b' to a float (2.5f), 'a' is implicitly cast to float, their sum is 12.5 (float), and this is printed.

Tags: Java Fundamentals, Variables and data types, Analyze","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,3,5,4,"The question directly assesses understanding of Java type conversions and arithmetic operations with mixed data types, which is core to the Variables and Data Types subtopic. Accuracy is strong—all type conversions are valid and the answer is correct. Explanations are clear and address why other options fail. However, Bloom alignment is slightly lower than intended: the question primarily requires ""Understand"" and ""Apply"" (recognizing type promotion rules and following operator precedence) rather than true ""Analyze"" (which would require comparing approaches, evaluating trade-offs, or examining underlying principles). The question is straightforward execution of known rules rather than breaking down complex scenarios or justifying design decisions."
0a472b55-215d-4c28-9a20-55b8d96f0558,2025-11-25T12:51:49.613626,Java Fundamentals,Variables and data types,Analyze,"Given the code snippet `float f = 3.14;`, what best describes the result when compiling this code in Java?","It compiles successfully, assigning 3.14 to `f`.",It causes a compilation error due to possible loss of precision.,It automatically converts 3.14 to a float without error.,"It runs, but `f` will have a value of 0.0.",B,Incorrect—compilation fails since 3.14 is a double by default.,Correct—a compilation error occurs due to type mismatch without an explicit cast or suffix.,Incorrect—automatic conversion from double to float does not occur without an explicit cast or 'f' suffix.,"Incorrect—the code does not compile, so `f` is never assigned.","In Java, numeric literals with decimals are double by default. Assigning a double literal to a float variable without a cast or 'f' suffix causes a compilation error because of potential loss of precision.","Question: Given the code snippet `float f = 3.14;`, what best describes the result when compiling this code in Java?

Options:
A) It compiles successfully, assigning 3.14 to `f`.
B) It causes a compilation error due to possible loss of precision.
C) It automatically converts 3.14 to a float without error.
D) It runs, but `f` will have a value of 0.0.

Correct Answer: B

Option A explanation: Incorrect—compilation fails since 3.14 is a double by default.
Option B explanation: Correct—a compilation error occurs due to type mismatch without an explicit cast or suffix.
Option C explanation: Incorrect—automatic conversion from double to float does not occur without an explicit cast or 'f' suffix.
Option D explanation: Incorrect—the code does not compile, so `f` is never assigned.

Main Explanation: In Java, numeric literals with decimals are double by default. Assigning a double literal to a float variable without a cast or 'f' suffix causes a compilation error because of potential loss of precision.

Tags: Java Fundamentals, Variables and data types, Analyze","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,4,5,5,"The question directly assesses understanding of Java's type system and literal defaults, which is core to the Variables and Data Types subtopic. All explanations are technically accurate and clearly distinguish why each option is correct or incorrect. The question effectively tests whether students understand implicit type conversions and compilation errors. Bloom alignment is strong (Analyze level) as students must understand the underlying type system to evaluate why the code fails, though it borders on ""Remember/Understand"" since it primarily tests recall of Java's type rules rather than deeper analysis of complex scenarios. The question is well-constructed with clear, unambiguous options and comprehensive explanations."
ba65d9f4-d679-4e10-8409-bd34bb3822f5,2025-11-25T12:52:01.301893,Java Fundamentals,Variables and data types,Evaluate,Which code fragment will most likely result in a compilation error due to improper use of Java primitive data types?,int a = 5.7;,double b = 9;,float c = 2.0f;,long d = 100000L;,A,Correct. Assigning a double literal (5.7) to an int without casting causes a compilation error.,Incorrect. Java allows implicit widening from int to double.,"Incorrect. The 'f' suffix designates a float literal, matching the float variable.","Incorrect. The 'L' suffix makes the literal a long, matching the variable type.","Java requires type compatibility for assignments. Assigning a double literal to an int without casting is not allowed; widening conversions (int to double), proper literal suffixes, or matching types do not cause errors.","Question: Which code fragment will most likely result in a compilation error due to improper use of Java primitive data types?

Options:
A) int a = 5.7;
B) double b = 9;
C) float c = 2.0f;
D) long d = 100000L;

Correct Answer: A

Option A explanation: Correct. Assigning a double literal (5.7) to an int without casting causes a compilation error.
Option B explanation: Incorrect. Java allows implicit widening from int to double.
Option C explanation: Incorrect. The 'f' suffix designates a float literal, matching the float variable.
Option D explanation: Incorrect. The 'L' suffix makes the literal a long, matching the variable type.

Main Explanation: Java requires type compatibility for assignments. Assigning a double literal to an int without casting is not allowed; widening conversions (int to double), proper literal suffixes, or matching types do not cause errors.

Tags: Java Fundamentals, Variables and data types, Evaluate","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,3,5,5,"The question directly assesses understanding of Java primitive type compatibility and assignment rules, making it highly relevant to the Variables and Data Types subtopic. All options are technically accurate with correct explanations of widening conversions, literal suffixes, and type matching. Explanations are clear and educational. However, the Bloom level alignment is moderate rather than excellent—the question primarily requires students to *remember* and *understand* type conversion rules rather than truly *evaluate* them. Evaluation would involve analyzing trade-offs, justifying design decisions, or critiquing code choices. The question is more at the 'Understand' level (Bloom 2-3) than 'Evaluate' (Bloom 5), as it asks students to identify an error rather than make judgments about competing solutions or implications."
3e2b240b-7638-4afd-b157-dc8b23ba05a5,2025-11-25T12:52:10.562994,Java Fundamentals,Variables and data types,Evaluate,"Given the declaration `final int x = 10;`, which statement best evaluates how `x` behaves in terms of variable mutability and type safety?","`x` can be reassigned, but only with integers.",`x` cannot be reassigned and must always be an integer.,`x` can be reassigned with any primitive value.,`x` can change type at runtime but remains constant in value.,B,Incorrect; the `final` keyword prevents reassignment.,Correct; `final` makes `x` immutable and its type is strictly `int`.,"Incorrect; reassignment is prohibited, and only integers are allowed.",Incorrect; Java variables cannot change type at runtime.,"The `final` keyword ensures `x` cannot be reassigned, and Java enforces type safety, so `x` remains an integer for its lifetime.","Question: Given the declaration `final int x = 10;`, which statement best evaluates how `x` behaves in terms of variable mutability and type safety?

Options:
A) `x` can be reassigned, but only with integers.
B) `x` cannot be reassigned and must always be an integer.
C) `x` can be reassigned with any primitive value.
D) `x` can change type at runtime but remains constant in value.

Correct Answer: B

Option A explanation: Incorrect; the `final` keyword prevents reassignment.
Option B explanation: Correct; `final` makes `x` immutable and its type is strictly `int`.
Option C explanation: Incorrect; reassignment is prohibited, and only integers are allowed.
Option D explanation: Incorrect; Java variables cannot change type at runtime.

Main Explanation: The `final` keyword ensures `x` cannot be reassigned, and Java enforces type safety, so `x` remains an integer for its lifetime.

Tags: Java Fundamentals, Variables and data types, Evaluate","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,3,5,5,"The question directly assesses understanding of the `final` keyword and type safety in Java, which are core fundamentals of variables and data types (relevance: excellent). The correct answer and all distractors are technically accurate with no ambiguity (accuracy: excellent). Explanations are clear and specific, effectively distinguishing why each option is correct or incorrect (explainability: excellent). However, the Bloom level alignment is problematic: the question asks students to ""evaluate how x behaves,"" but the task primarily requires recall and comprehension of what the `final` keyword does—a straightforward factual question rather than true evaluation. True evaluation would require comparing trade-offs, justifying design choices, or analyzing consequences. The cognitive demand is more aligned with Bloom's ""Understand"" or ""Remember"" levels (Bloom: below target)."
d55ecbf0-6c29-466c-9502-9f54bcef7215,2025-11-25T12:52:19.702683,Java Fundamentals,Variables and data types,Evaluate,Which declaration best preserves both accuracy and efficiency when storing the average of several integer scores in Java?,int average;,double average;,boolean average;,char average;,B,Incorrect; int will lose decimal precision when storing averages of integers.,Correct; double can represent fractional results accurately and efficiently for averages.,Incorrect; boolean cannot store numeric values.,"Incorrect; char is intended for character data, not numeric averages.","When calculating averages, results may not be whole numbers. Using double preserves decimal accuracy and handles a wide range of values efficiently, making it the best choice for storing such results.","Question: Which declaration best preserves both accuracy and efficiency when storing the average of several integer scores in Java?

Options:  
A) int average;  
B) double average;  
C) boolean average;  
D) char average;  

Correct Answer: B

Option A explanation: Incorrect; int will lose decimal precision when storing averages of integers.
Option B explanation: Correct; double can represent fractional results accurately and efficiently for averages.
Option C explanation: Incorrect; boolean cannot store numeric values.
Option D explanation: Incorrect; char is intended for character data, not numeric averages.

Main Explanation: When calculating averages, results may not be whole numbers. Using double preserves decimal accuracy and handles a wide range of values efficiently, making it the best choice for storing such results.

Tags: Java Fundamentals, Variables and data types, Evaluate","Leccture1-java-review.pptx, comp1050-sp2022-lecture2-objects-and-classes.pptx","1505, 8, 10, 3",5,3,5,4,"The question directly assesses understanding of Java data types and their appropriate use cases, making it highly relevant to the Variables and Data Types subtopic. All explanations are technically accurate with clear reasoning for why each option is correct or incorrect. However, the Bloom level is misaligned—this question primarily tests ""Understand"" or ""Apply"" rather than ""Evaluate."" Evaluating would require comparing trade-offs (e.g., double vs. BigDecimal for financial accuracy, or memory considerations), making judgments about multiple valid approaches, or justifying design decisions in complex scenarios. The question asks students to select the best option from clearly inferior distractors, which is more straightforward recall/application. The explainability is strong but could be enhanced by mentioning precision loss specifics (e.g., 7/2 = 3 with int vs. 3.5 with double)."
86035229-d91a-4a45-9d42-7212eb45c02b,2025-11-25T12:52:29.587696,Java Fundamentals,Operators and expressions,Remember,What is the value of variable x after executing: int x = 5 * 2 + 3 - 4 / 2;?,11,12,10,9,A,Correct. Operator precedence yields 5*2 + 3 - 4/2 = 10 + 3 - 2 = 11.,Incorrect. This ignores correct operator precedence.,Incorrect. This miscalculates division or addition.,Incorrect. This does not properly follow operator precedence.,"Java follows standard operator precedence: multiplication/division before addition/subtraction, left to right, giving x = 11.","Question: What is the value of variable x after executing: int x = 5 * 2 + 3 - 4 / 2;?

Options:
A) 11
B) 12
C) 10
D) 9

Correct Answer: A

Option A explanation: Correct. Operator precedence yields 5*2 + 3 - 4/2 = 10 + 3 - 2 = 11.
Option B explanation: Incorrect. This ignores correct operator precedence.
Option C explanation: Incorrect. This miscalculates division or addition.
Option D explanation: Incorrect. This does not properly follow operator precedence.

Main Explanation: Java follows standard operator precedence: multiplication/division before addition/subtraction, left to right, giving x = 11.

Tags: Java Fundamentals, Operators and expressions, Remember",Leccture1-java-review.pptx,"9, 6, 14, 10",5,5,5,5,"The question directly assesses operator precedence in Java expressions, which is fundamental to the Operators and Expressions subtopic. The mathematical calculation is accurate with correct answer A (11) and all distractors representing plausible misconceptions (ignoring precedence, calculation errors). The explanations clearly trace through the correct evaluation order (multiplication/division first, then addition/subtraction left-to-right) and identify why each distractor is wrong. The cognitive demand perfectly matches the Remember level—students must recall and apply operator precedence rules to evaluate a straightforward arithmetic expression. This is a well-constructed foundational question."
